id,title,primarycontents,secondarycontents,date,place
edanmdm-siris_arc_398700,The Treasure: Indian Heritage ca. 1970s,Archival materials,Motion pictures (visual works),1970s,North America
edanmdm-siris_arc_398715,"Indians of California, Part 2: Food 1964",Archival materials,Motion pictures (visual works),1960s,North America
edanmdm-siris_arc_398691,The Emerging Eskimo 1972,Archival materials,Motion pictures (visual works),1970s,North America
edanmdm-siris_arc_398685,The North American Indian Part II: How the West was Won and Honor Lost 1971,Archival materials,Motion pictures (visual works),1970s,North America
edanmdm-siris_arc_398686,Two Indians: Red Reflections of LIfe 1973,Archival materials,Motion pictures (visual works),1970s,North America
edanmdm-siris_arc_398757,Ropes to Our Roots 1973,Archival materials,Motion pictures (visual works),1970s,North America
edanmdm-siris_arc_398714,Discovering American Idnian Music 1971,Archival materials,Music,1970s,North America
edanmdm-siris_arc_398726,Indians of Early America 1957,Archival materials,Motion pictures (visual works),1950s,North America
edanmdm-siris_arc_399083,Ceremonial Pipes 1955,Archival materials,Motion pictures (visual works),1950s,North America
edanmdm-siris_arc_280664,"Central Europe, Tyrol -- Processing Flax: Spinning 1964",Archival materials,Photographs,1960s,Europe
edanmdm-siris_arc_397098,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_218584,Ishi in Two Worlds 1967,Archival materials,Photographs,1960s,North America
edanmdm-siris_arc_396188,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397067,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397071,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397074,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397099,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396451,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396067,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397055,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397073,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396567,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396450,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397062,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397066,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396565,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396453,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396425,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396189,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397047,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397057,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396190,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397068,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396563,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396452,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396426,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396065,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399106,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396428,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396652,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396653,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397102,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396568,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399101,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396569,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396564,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396454,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397052,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396566,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396562,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396186,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399103,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396649,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396456,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396066,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396654,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397051,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397069,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397070,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397100,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399102,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399105,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399107,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397048,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397050,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397056,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396570,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396431,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399108,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397049,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397065,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396068,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399104,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396655,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_399100,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396651,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397053,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397064,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396455,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397046,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397058,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397063,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396187,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_396427,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397101,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s, Oceania
edanmdm-siris_arc_396650,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s,Oceania
edanmdm-siris_arc_397097,New Hebrides Film Project: Tanna Island 1974,Archival materials,Transparencies,1970s, Oceania
edanmdm-siris_arc_306251,"Red Man and the Red Cedar, part 1 1969",Archival materials,Motion pictures (visual works),1960s,North America
edanmdm-siris_arc_387862,Woodland Indians of Early America 1958,Archival materials,Motion pictures (visual works),1950s,North America
edanmdm-siris_arc_383274,"Website Records, 2015",Archival materials,Records (documents),2010s,no place data
edanmdm-siris_arc_218468,Zingg's Huichol Footage 1933-1934,Archival materials,Motion pictures (visual works),1930s,North America
edanmdm-siris_arc_218754,Huichol Film Project 1973,Archival materials,Collection descriptions,1970s,North America
edanmdm-siris_arc_363918,Hal and Halla Linker Film and Video Collection ca. 1955-1985,Archival materials,Travelogs,1960s,North America
edanmdm-siris_arc_307676,"Website Records, 2011",Archival materials,Records (documents),2010s,no place data
edanmdm-siris_arc_387208,"Website Records, 2016",Archival materials,Records (documents),2010s,no place data
edanmdm-siris_arc_393076,"Website Records, 2017",Archival materials,Records (documents),2010s,no place data
edanmdm-siris_arc_368093,"Website Records, 2014",Archival materials,Records (documents),2010s,no place data
edanmdm-siris_arc_381392,"Website Records, 2015",Archival materials,Records (documents),2010s,no place data
edanmdm-nmnhanthropology_11623240,String Of Beads / Necklace,Necklaces,no data,2000s,Asia
edanmdm-nmnhanthropology_11623251,Headdress,Headdresses,no data,2000s,Asia
edanmdm-nmnhanthropology_11623491,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623493,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623481,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623487,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623489,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623495,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623497,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623499,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623511,Hookah Pipe Stem,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623515,Hookah Pipe Stem,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623243,String Of Beads,Necklaces,no data,2000s,Asia
edanmdm-nmnhanthropology_11623485,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623501,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623517,Hookah Pipe,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623519,Hookah Pipe,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623263,Leather And Cowrie Amulet,Amulets,no data,2000s,Asia
edanmdm-nmnhanthropology_11623483,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623503,Feather (Pheasant?) Artifacts,Ceremonial objects,no data,2000s,Asia
edanmdm-nmnhanthropology_11623513,Hookah Pipe Stem,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623477,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623461,Carved Wooden Stick,Ceremonial objects,no data,2000s, Asia
edanmdm-nmnhanthropology_11623463,Carved Wooden Stick,Ceremonial objects,no data,2000s, Asia
edanmdm-nmnhanthropology_11623344,Tumpline,Tumplines,no data,2000s,Asia
edanmdm-nmnhanthropology_11623346,Tumpline,Tumplines,no data,2000s,Asia
edanmdm-nmnhanthropology_8401602,1 Pair Brass Earrings,Earrings,no data,1920s,Asia
edanmdm-nmnhanthropology_11623238,Burden Strap,Tumplines,no data,2000s,Asia
edanmdm-nmnhanthropology_11623443,Wooden Writing Slate,Writing boards (tablets),no data,2000s,Asia
edanmdm-siris_arc_366136,"Website Records, 2013",Archival materials,Records (documents),2010s,no place data
edanmdm-nmnhanthropology_11623372,Kukuri (3 Knives In 1 Holster),Knife / Knife Sheath,no data,2000s,Asia
edanmdm-nmnhanthropology_11623505,Birds,Ceremonial objects,no data,2000s,Asia
edanmdm-nmnhanthropology_11623471,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623254,Flying Squirrel Skin With Twine,Ceremonial objects,no data,2000s,Asia
edanmdm-nmnhanthropology_11623269,Leather Belt With Ornaments,Belts (costume accessories),no data,2000s,Asia
edanmdm-nmnhanthropology_11623475,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623230,Drum,Drums (membranophones),no data,2000s,Asia
edanmdm-nmnhanthropology_11623479,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623473,Hookah Part,Water pipes,no data,2000s,Asia
edanmdm-nmnhanthropology_11623465,Carved Wooden Stick,Ceremonial objects,no data,2000s, Asia
edanmdm-nmnhanthropology_11623467,Carved Wooden Stick,Ceremonial objects,no data,2000s, Asia
edanmdm-nmnhanthropology_11623271,Arm Guard,Bracers,no data,2000s, Asia
edanmdm-nmnhanthropology_11623228,Drum,Drums (membranophones),no data,2000s,Asia
edanmdm-nmnhanthropology_10805816,"Rada Drum, ""Boula"", for Vodou ceremonies",Drums (membranophones),no data,1920s,no place data
edanmdm-nmnhanthropology_10805819,"Rada Drum, ""Segon"", for Vodou ceremonies",Drums (membranophones),no data,1920s,no place data
edanmdm-nmnhanthropology_10805821,"Rada Drum, ""Manman"", for Vodou ceremonies",Drums (membranophones),no data,1920s,no place data
edanmdm-siris_arc_303182,"Marvin Harris papers, 1947-2001",Archival materials,Collection descriptions,1940s,South America
edanmdm-siris_arc_287056,"Grover S. Krantz papers, 1904-2001, bulk 1955-2001",Legal documents,Programs (documents),1920s,Asia
edanmdm-siris_arc_208935,"Paul B. Travis papers, 1925-1989",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_87772,Center for the Study of Man Records 1966-1982 (a few earlier),Archival materials,Collection descriptions,1960s,no place data
edanmdm-siris_arc_87846,Matthew Williams Stirling Papers,Archival materials,Collection descriptions,no date data,North America
edanmdm-siris_arc_216635,"Records and Manuscripts, 1897-1990, with related materials dating from circa 1828",Archival materials,Maps,1920s,no place data
edanmdm-siris_arc_87767,"William Duncan Strong papers, 1902-1965",Clippings (information artifacts),Archival materials,1920s,North America
edanmdm-siris_arc_216504,"John Francis Torreano papers, circa 1970-2004",Video recordings,Archival materials,2000s,no place data
edanmdm-siris_arc_381747,"Film and Videotapes, 1974, 1983, 1986",Archival materials,Videotapes,1980s,no place data
edanmdm-siris_arc_215592,"For the record [motion picture] / presenter, Archives of American Art ; director, James Slayden; narrator, Brian O'Doherty",Archival materials,Collection descriptions,1960s,no place data
edanmdm-siris_arc_212274,"John Neagle papers, 1817-1865",Archival materials,Collection descriptions,1810s,no place data
edanmdm-siris_sil_947284,"From reliable sources the Archives of American Art director, Robert Pierce",Video recordings,Documentaries,no date data,no place data
edanmdm-siris_arc_216406,"Bernard A. Pfriem papers, 1932-1994",Video recordings,Archival materials,1940s,no place data
edanmdm-siris_arc_210431,"Sound track narration for Museum without walls: Cubism, [ca. 1971]",Archival materials,Collection descriptions,1970s,no place data
edanmdm-siris_arc_214753,"From reliable sources : [videorecording] : the Archives of American Art / director, Robert Pierce",Video recordings,Archival materials,1980s,no place data
edanmdm-siris_arc_255249,"Paul Suttman papers, 1947-1998",Video recordings,Archival materials,1940s,no place data
edanmdm-siris_arc_255043,"Video Recordings, circa 1971-1981",Video recordings,Archival materials,1980s,no place data
edanmdm-siris_arc_247073,"Productions, 1973, 1980, 1982, 1984",Video recordings,Archival materials,1980s,no place data
edanmdm-siris_arc_212468,"The total theater model of the project designed by architect Walter Gropius for Erwin Piscator, Berlin, Germany 1927, circa 1960",Video recordings,Archival materials,1960s,no place data
edanmdm-siris_arc_210250,"Esta Nesbitt papers, 1942-1981",Archival materials,Sound recordings,1940s,no place data
edanmdm-siris_arc_260929,"Films and Videotapes, 1971-1983 and undated",Archival materials,Videotapes,1980s,no place data
edanmdm-siris_arc_209547,"James Edward Davis papers, 1917-1969",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_211024,"Gordon Franklin Peers papers, [ca. 1916-1981]",Archival materials,Sketchbooks,1920s,no place data
edanmdm-siris_arc_380756,"Productions, c. 1985-1995",Archival materials,Audiotapes,1990s,Extraterrestrial
edanmdm-siris_arc_251985,"Records, 1987-1996",Clippings (information artifacts),Archival materials,1990s,no place data
edanmdm-siris_arc_394803,Center for the Study of Man Conference,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_394804,Center for the Study of Man Conference,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_396220,Exterior View of Jean C. Schmidt Environmental Education Building at Chesapeake Bay Center for Environmental Studies,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_397977,Children Tour Chesapeake Bay Center for Environmental Studies (CBCES),Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_208460,"Calvin Albert papers, 1933-1964",Archival materials,Scrapbooks,1940s,no place data
edanmdm-siris_arc_246807,"Program Files, 1971-2006, undated",Video recordings,Manuscripts (documents),2000s,no place data
edanmdm-siris_arc_215774,"Jerome Caja papers, 1920-1995",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_212915,"Jacques Joseph Camins films and posters, ca. 1965",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_sil_1132060,"A companion to early cinema / edited by André Gaudreault, Nicolas Dulac, Santiago Hidalgo ; assisted by Pierre Chemartin",E-books,"Criticism, interpretation, etc",2010s,no place data
edanmdm-siris_arc_215856,"Frederick Arthur Bridgman papers, 1869-1929",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_214031,"Chester D. Snowden papers, 1922-1982",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_211428,"Michael Marius Ursulescu papers, [ca. 1945-1950]",Archival materials,Collection descriptions,1940s,no place data
edanmdm-siris_arc_211134,"Rudy Pozzatti papers, 1951-1982",Archival materials,Sketchbooks,1960s,no place data
edanmdm-siris_arc_251619,"Program Files, 1972-1995",Archival materials,Audiotapes,1990s,no place data
edanmdm-siris_arc_395126,J. Kevin Sullivan Receives an Award,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_396111,Conference on Study of Human Populations,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_396197,Francis S.L. Williamson Awarded Secretary's Gold Medal,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_398054,National Associates' Selected Studies Program on Horticulture,Archival materials,Photographs,1970s,no place data
edanmdm-siris_arc_247192,"Robert Sperry papers, 1951-2002",Video recordings,Archival materials,2000s,no place data
edanmdm-siris_arc_209402,"Gyorgy Kepes papers, 1909-2003, bulk 1935-1985",Archival materials,Sketchbooks,1920s,North America
edanmdm-siris_arc_211607,"Skowhegan School of Painting and Sculpture records, 1945-2013",Archival materials,Sound recordings,2010s,no place data
edanmdm-siris_arc_363319,"Aleksandra Kasuba papers, c. 1900-2019, bulk 1960-2000",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_392753,"Oral history interview with Jack Waters, 2018 February 21-22",Archival materials,Interviews,2010s,no place data
edanmdm-siris_arc_210036,"Anthony Joseph Lauck papers, 1947-1970",Archival materials,Collection descriptions,1940s,no place data
edanmdm-siris_arc_217064,"Videotapes, 1987",Archival materials,Videotapes,1980s,no place data
edanmdm-siris_arc_208443,"Ruth Abrams papers, 1934-1983",Archival materials,Collection descriptions,1940s,no place data
edanmdm-siris_arc_209118,"American University Fine Arts Department records, 1946-1980",Archival materials,Collection descriptions,1940s,no place data
edanmdm-siris_sil_1144969,Jewellery in the age of modernism 1918-1940 : adornment and beyond Simon Bliss,Electronic information resources,no data,1920s,no place data
edanmdm-siris_arc_211089,"Walter Feldman papers, 1947-1971",Archival materials,Collection descriptions,1940s,no place data
edanmdm-siris_arc_211355,"Joseph Konzal papers, 1913-1977",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_211699,"Julia Sully papers, [ca. 1730]-1948",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_208563,"Jay and Mary Crovatt Hambidge papers, 1841-1973",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_210977,"Esther McCoy papers, 1876-1990, bulk, 1938-1989",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_216897,"Records, circa 1963-1986",Archival materials,Maps,1960s,Asia
edanmdm-siris_arc_211744,"Horatio Greenough sketchbook and drawings, 1823-1851",Archival materials,Sketchbooks,1820s,no place data
edanmdm-siris_arc_212156,"Dwinell Grant papers, 1923-1988",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_370269,"Productions, 1982-2013",DVDs,Manuscripts (documents),2010s,no place data
edanmdm-siris_arc_211563,"Charles H. Woodbury papers, 1866-1939",Video recordings,Archival materials,1920s,North America
edanmdm-siris_arc_226089,"Sacha Kolin papers, ca. 1950-1980",Video recordings,Archival materials,1960s,no place data
edanmdm-siris_arc_387864,"Oral history interview with James Wentzy, 2017 January 23-March 31",Archival materials,Sound recordings,2010s,no place data
edanmdm-siris_arc_211072,"Charles Biederman papers, 1930-1977",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_211147,"Oronzo Gasparo papers, 1909-1975",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_209491,"Jan Stussy papers, 1950-1985",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_217061,"Records, circa 1971-1984",Archival materials,Audiotapes,1980s,no place data
edanmdm-siris_arc_209151,"Emlen Etting papers, 1928-1987",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_211569,"Marguerite Wildenhain papers, 1930-1982",Video recordings,Archival materials,1940s,no place data
edanmdm-siris_arc_209661,"Contemporary Arts Center records, 1976-1980",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_209591,"George Sugarman papers, 1912-2001",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_216767,"Records, 1972-1974",Archival materials,Collection descriptions,1970s,no place data
edanmdm-siris_arc_379872,"Productions, 1986-2013",DVDs,Manuscripts (documents),2010s,no place data
edanmdm-siris_arc_210285,"Exhibition records of the Contemporary Wing of the Finch College Museum of Art, 1943-1975",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_209489,"Ethel Schwabacher papers, 1940-1975",Archival materials,Collection descriptions,1920s,no place data
edanmdm-siris_arc_211258,"Charles Henry Sawyer papers, 1933-1977",Archival materials,Collection descriptions,1940s,no place data
edanmdm-siris_arc_210353,"Philip Pearlstein papers, circa 1940-2008",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_216209,"Scull family scrapbook, 1953-1996",Archival materials,Scrapbooks,1990s,no place data
edanmdm-siris_arc_216374,"Maryette Charlton papers, circa 1890-2013",Video recordings,Archival materials,1920s,no place data
edanmdm-siris_arc_212797,"James S. Ackerman papers, circa 1942-2011",Archival materials,Collection descriptions,2010s,no place data
edanmdm-siris_arc_208630,"Edward H. La Farge papers, 1928-1974",Archival materials,Collection descriptions,1920s,no place data
